Separation,Force_Clamped
947.5,-53824.4724
947.6,-53813.11278
947.7,-53801.75676
947.8,-53790.40433
947.9,-53779.0555
948,-53767.71026
948.1,-53756.36861
948.2,-53745.03054
948.3,-53733.69607
948.4,-53722.36517
948.5,-53711.03786
948.6,-53699.71414
948.7,-53688.39399
948.8,-53677.07743
948.9,-53665.76444
949,-53654.45502
949.1,-53643.14919
949.2,-53631.84692
949.3,-53620.54823
949.4,-53609.2531
949.5,-53597.96155
949.6,-53586.67356
949.7,-53575.38914
949.8,-53564.10828
949.9,-53552.83099
950,-53541.55725
950.1,-53530.28708
950.2,-53519.02046
950.3,-53507.7574
950.4,-53496.4979
950.5,-53485.24195
950.6,-53473.98955
950.7,-53462.7407
950.8,-53451.4954
950.9,-53440.25365
951,-53429.01544
951.1,-53417.78078
951.2,-53406.54966
951.3,-53395.32209
951.4,-53384.09805
951.5,-53372.87755
951.6,-53361.66059
951.7,-53350.44717
951.8,-53339.23728
951.9,-53328.03092
952,-53316.8281
952.1,-53305.6288
952.2,-53294.43303
952.3,-53283.24079
952.4,-53272.05208
952.5,-53260.86688
952.6,-53249.68521
952.7,-53238.50707
952.8,-53227.33244
952.9,-53216.16133
953,-53204.99373
953.1,-53193.82965
953.2,-53182.66908
953.3,-53171.51203
953.4,-53160.35849
953.5,-53149.20845
953.6,-53138.06192
953.7,-53126.9189
953.8,-53115.77939
953.9,-53104.64337
954,-53093.51086
954.1,-53082.38185
954.2,-53071.25634
954.3,-53060.13433
954.4,-53049.01581
954.5,-53037.90078
954.6,-53026.78925
954.7,-53015.68121
954.8,-53004.57666
954.9,-52993.4756
955,-52982.37802
955.1,-52971.28394
955.2,-52960.19333
955.3,-52949.10621
955.4,-52938.02257
955.5,-52926.94241
955.6,-52915.86572
955.7,-52904.79252
955.8,-52893.72279
955.9,-52882.65653
956,-52871.59375
956.1,-52860.53444
956.2,-52849.47859
956.3,-52838.42622
956.4,-52827.37731
956.5,-52816.33187
956.6,-52805.28989
956.7,-52794.25137
956.8,-52783.21632
956.9,-52772.18472
957,-52761.15658
957.1,-52750.1319
957.2,-52739.11067
957.3,-52728.0929
957.4,-52717.07858
957.5,-52706.06771
957.6,-52695.06029
957.7,-52684.05632
957.8,-52673.05579
957.9,-52662.05871
958,-52651.06507
958.1,-52640.07488
958.2,-52629.08812
958.3,-52618.10481
958.4,-52607.12493
958.5,-52596.14849
958.6,-52585.17549
958.7,-52574.20591
958.8,-52563.23977
958.9,-52552.27706
959,-52541.31778
959.1,-52530.36193
959.2,-52519.40951
959.3,-52508.46051
959.4,-52497.51493
959.5,-52486.57277
959.6,-52475.63404
959.7,-52464.69872
959.8,-52453.76683
959.9,-52442.83835
960,-52431.91328
960.1,-52420.99163
960.2,-52410.07339
960.3,-52399.15856
960.4,-52388.24714
960.5,-52377.33913
960.6,-52366.43452
960.7,-52355.53332
960.8,-52344.63552
960.9,-52333.74113
961,-52322.85013
961.1,-52311.96254
961.2,-52301.07834
961.3,-52290.19754
961.4,-52279.32014
961.5,-52268.44613
961.6,-52257.57551
961.7,-52246.70828
961.8,-52235.84444
961.9,-52224.98399
962,-52214.12693
962.1,-52203.27325
962.2,-52192.42296
962.3,-52181.57604
962.4,-52170.73251
962.5,-52159.89236
962.6,-52149.05559
962.7,-52138.22219
962.8,-52127.39217
962.9,-52116.56553
963,-52105.74225
963.1,-52094.92235
963.2,-52084.10582
963.3,-52073.29265
963.4,-52062.48285
963.5,-52051.67642
963.6,-52040.87336
963.7,-52030.07365
963.8,-52019.27731
963.9,-52008.48432
964,-51997.6947
964.1,-51986.90843
964.2,-51976.12552
964.3,-51965.34596
964.4,-51954.56976
964.5,-51943.79691
964.6,-51933.02741
964.7,-51922.26125
964.8,-51911.49845
964.9,-51900.73899
965,-51889.98288
965.1,-51879.2301
965.2,-51868.48068
965.3,-51857.73459
965.4,-51846.99184
965.5,-51836.25243
965.6,-51825.51635
965.7,-51814.78361
965.8,-51804.05421
965.9,-51793.32813
966,-51782.60539
966.1,-51771.88598
966.2,-51761.16989
966.3,-51750.45713
966.4,-51739.7477
966.5,-51729.04159
966.6,-51718.33881
966.7,-51707.63934
966.8,-51696.9432
966.9,-51686.25037
967,-51675.56086
967.1,-51664.87467
967.2,-51654.19179
967.3,-51643.51222
967.4,-51632.83597
967.5,-51622.16303
967.6,-51611.49339
967.7,-51600.82706
967.8,-51590.16404
967.9,-51579.50433
968,-51568.84791
968.1,-51558.1948
968.2,-51547.54499
968.3,-51536.89848
968.4,-51526.25527
968.5,-51515.61535
968.6,-51504.97873
968.7,-51494.34541
968.8,-51483.71537
968.9,-51473.08863
969,-51462.46518
969.1,-51451.84501
969.2,-51441.22814
969.3,-51430.61455
969.4,-51420.00424
969.5,-51409.39722
969.6,-51398.79347
969.7,-51388.19301
969.8,-51377.59583
969.9,-51367.00192
970,-51356.4113
970.1,-51345.82394
970.2,-51335.23986
970.3,-51324.65905
970.4,-51314.08152
970.5,-51303.50725
970.6,-51292.93625
970.7,-51282.36852
970.8,-51271.80405
970.9,-51261.24285
971,-51250.68491
971.1,-51240.13023
971.2,-51229.57882
971.3,-51219.03066
971.4,-51208.48576
971.5,-51197.94411
971.6,-51187.40572
971.7,-51176.87058
971.8,-51166.3387
971.9,-51155.81006
972,-51145.28468
972.1,-51134.76254
972.2,-51124.24365
972.3,-51113.72801
972.4,-51103.21561
972.5,-51092.70645
972.6,-51082.20053
972.7,-51071.69786
972.8,-51061.19842
972.9,-51050.70222
973,-51040.20925
973.1,-51029.71953
973.2,-51019.23303
973.3,-51008.74977
973.4,-50998.26973
973.5,-50987.79293
973.6,-50977.31936
973.7,-50966.84901
973.8,-50956.38188
973.9,-50945.91799
974,-50935.45731
974.1,-50924.99986
974.2,-50914.54562
974.3,-50904.09461
974.4,-50893.64681
974.5,-50883.20223
974.6,-50872.76086
974.7,-50862.32271
974.8,-50851.88777
974.9,-50841.45604
975,-50831.02752
975.1,-50820.6022
975.2,-50810.1801
975.3,-50799.7612
975.4,-50789.3455
975.5,-50778.93301
975.6,-50768.52372
975.7,-50758.11763
975.8,-50747.71474
975.9,-50737.31505
976,-50726.91855
976.1,-50716.52525
976.2,-50706.13514
976.3,-50695.74823
976.4,-50685.36451
976.5,-50674.98397
976.6,-50664.60663
976.7,-50654.23247
976.8,-50643.8615
976.9,-50633.49371
977,-50623.12911
977.1,-50612.76769
977.2,-50602.40945
977.3,-50592.05439
977.4,-50581.7025
977.5,-50571.3538
977.6,-50561.00827
977.7,-50550.66591
977.8,-50540.32673
977.9,-50529.99072
978,-50519.65788
978.1,-50509.32821
978.2,-50499.0017
978.3,-50488.67836
978.4,-50478.35819
978.5,-50468.04118
978.6,-50457.72734
978.7,-50447.41666
978.8,-50437.10913
978.9,-50426.80477
979,-50416.50356
979.1,-50406.20551
979.2,-50395.91061
979.3,-50385.61887
979.4,-50375.33028
979.5,-50365.04484
979.6,-50354.76255
979.7,-50344.48341
979.8,-50334.20741
979.9,-50323.93456
980,-50313.66486
980.1,-50303.3983
980.2,-50293.13488
980.3,-50282.8746
980.4,-50272.61747
980.5,-50262.36347
980.6,-50252.1126
980.7,-50241.86488
980.8,-50231.62028
980.9,-50221.37882
981,-50211.14049
981.1,-50200.9053
981.2,-50190.67323
981.3,-50180.44429
981.4,-50170.21848
981.5,-50159.99579
981.6,-50149.77622
981.7,-50139.55978
981.8,-50129.34646
981.9,-50119.13626
982,-50108.92918
982.1,-50098.72522
982.2,-50088.52438
982.3,-50078.32665
982.4,-50068.13203
982.5,-50057.94053
982.6,-50047.75213
982.7,-50037.56685
982.8,-50027.38468
982.9,-50017.20561
983,-50007.02965
983.1,-49996.8568
983.2,-49986.68705
983.3,-49976.5204
983.4,-49966.35686
983.5,-49956.19641
983.6,-49946.03906
983.7,-49935.88481
983.8,-49925.73366
983.9,-49915.5856
984,-49905.44064
984.1,-49895.29877
984.2,-49885.15999
984.3,-49875.02429
984.4,-49864.89169
984.5,-49854.76218
984.6,-49844.63575
984.7,-49834.51241
984.8,-49824.39215
984.9,-49814.27497
985,-49804.16088
985.1,-49794.04986
985.2,-49783.94192
985.3,-49773.83706
985.4,-49763.73528
985.5,-49753.63657
985.6,-49743.54094
985.7,-49733.44838
985.8,-49723.35888
985.9,-49713.27246
986,-49703.18911
986.1,-49693.10883
986.2,-49683.03161
986.3,-49672.95746
986.4,-49662.88637
986.5,-49652.81834
986.6,-49642.75338
986.7,-49632.69147
986.8,-49622.63262
986.9,-49612.57683
987,-49602.5241
987.1,-49592.47442
987.2,-49582.4278
987.3,-49572.38423
987.4,-49562.34371
987.5,-49552.30624
987.6,-49542.27182
987.7,-49532.24045
987.8,-49522.21212
987.9,-49512.18684
988,-49502.1646
988.1,-49492.14541
988.2,-49482.12925
988.3,-49472.11614
988.4,-49462.10607
988.5,-49452.09903
988.6,-49442.09503
988.7,-49432.09407
988.8,-49422.09614
988.9,-49412.10124
989,-49402.10938
989.1,-49392.12054
989.2,-49382.13474
989.3,-49372.15196
989.4,-49362.17221
989.5,-49352.19548
989.6,-49342.22178
989.7,-49332.25111
989.8,-49322.28345
989.9,-49312.31882
990,-49302.3572
990.1,-49292.3986
990.2,-49282.44302
990.3,-49272.49046
990.4,-49262.54091
990.5,-49252.59437
990.6,-49242.65085
990.7,-49232.71033
990.8,-49222.77283
990.9,-49212.83833
991,-49202.90685
991.1,-49192.97836
991.2,-49183.05289
991.3,-49173.13041
991.4,-49163.21094
991.5,-49153.29447
991.6,-49143.381
991.7,-49133.47053
991.8,-49123.56306
991.9,-49113.65858
992,-49103.7571
992.1,-49093.85861
992.2,-49083.96312
992.3,-49074.07061
992.4,-49064.1811
992.5,-49054.29458
992.6,-49044.41104
992.7,-49034.53049
992.8,-49024.65293
992.9,-49014.77835
993,-49004.90675
993.1,-48995.03814
993.2,-48985.17251
993.3,-48975.30985
993.4,-48965.45018
993.5,-48955.59348
993.6,-48945.73975
993.7,-48935.88901
993.8,-48926.04123
993.9,-48916.19643
994,-48906.3546
994.1,-48896.51574
994.2,-48886.67985
994.3,-48876.84692
994.4,-48867.01696
994.5,-48857.18997
994.6,-48847.36594
994.7,-48837.54487
994.8,-48827.72677
994.9,-48817.91162
995,-48808.09944
995.1,-48798.29021
995.2,-48788.48394
995.3,-48778.68063
995.4,-48768.88027
995.5,-48759.08286
995.6,-48749.28841
995.7,-48739.4969
995.8,-48729.70835
995.9,-48719.92274
996,-48710.14008
996.1,-48700.36037
996.2,-48690.5836
996.3,-48680.80978
996.4,-48671.0389
996.5,-48661.27096
996.6,-48651.50596
996.7,-48641.7439
996.8,-48631.98478
996.9,-48622.22859
997,-48612.47534
997.1,-48602.72503
997.2,-48592.97765
997.3,-48583.2332
997.4,-48573.49168
997.5,-48563.75309
997.6,-48554.01743
997.7,-48544.28469
997.8,-48534.55488
997.9,-48524.828
998,-48515.10404
998.1,-48505.383
998.2,-48495.66489
998.3,-48485.94969
998.4,-48476.23742
998.5,-48466.52806
998.6,-48456.82162
998.7,-48447.11809
998.8,-48437.41748
998.9,-48427.71979
999,-48418.025
999.1,-48408.33313
999.2,-48398.64416
999.3,-48388.9581
999.4,-48379.27496
999.5,-48369.59471
999.6,-48359.91738
999.7,-48350.24294
999.8,-48340.57141
999.9,-48330.90278
1000,-48321.23705
1000.1,-48311.57422
1000.2,-48301.91429
1000.3,-48292.25726
1000.4,-48282.60312
1000.5,-48272.95188
1000.6,-48263.30353
1000.7,-48253.65807
1000.8,-48244.0155
1000.9,-48234.37583
1001,-48224.73904
1001.1,-48215.10514
1001.2,-48205.47412
1001.3,-48195.846
1001.4,-48186.22075
1001.5,-48176.59839
1001.6,-48166.97891
1001.7,-48157.36232
1001.8,-48147.7486
1001.9,-48138.13776
1002,-48128.5298
1002.1,-48118.92471
1002.2,-48109.3225
1002.3,-48099.72316
1002.4,-48090.1267
1002.5,-48080.53311
1002.6,-48070.94238
1002.7,-48061.35453
1002.8,-48051.76955
1002.9,-48042.18743
1003,-48032.60818
1003.1,-48023.03179
1003.2,-48013.45827
1003.3,-48003.88761
1003.4,-47994.31981
1003.5,-47984.75487
1003.6,-47975.19279
1003.7,-47965.63357
1003.8,-47956.0772
1003.9,-47946.52369
1004,-47936.97304
1004.1,-47927.42523
1004.2,-47917.88028
1004.3,-47908.33819
1004.4,-47898.79894
1004.5,-47889.26254
1004.6,-47879.72899
1004.7,-47870.19828
1004.8,-47860.67042
1004.9,-47851.14541
1005,-47841.62323
1005.1,-47832.1039
1005.2,-47822.58741
1005.3,-47813.07376
1005.4,-47803.56295
1005.5,-47794.05498
1005.6,-47784.54984
1005.7,-47775.04754
1005.8,-47765.54807
1005.9,-47756.05144
1006,-47746.55763
1006.1,-47737.06666
1006.2,-47727.57852
1006.3,-47718.09321
1006.4,-47708.61072
1006.5,-47699.13106
1006.6,-47689.65422
1006.7,-47680.18021
1006.8,-47670.70902
1006.9,-47661.24066
1007,-47651.77511
1007.1,-47642.31238
1007.2,-47632.85248
1007.3,-47623.39539
1007.4,-47613.94111
1007.5,-47604.48965
1007.6,-47595.04101
1007.7,-47585.59517
1007.8,-47576.15215
1007.9,-47566.71194
1008,-47557.27454
1008.1,-47547.83995
1008.2,-47538.40816
1008.3,-47528.97918
1008.4,-47519.55301
1008.5,-47510.12964
1008.6,-47500.70907
1008.7,-47491.29131
1008.8,-47481.87634
1008.9,-47472.46417
1009,-47463.05481
1009.1,-47453.64824
1009.2,-47444.24446
1009.3,-47434.84348
1009.4,-47425.4453
1009.5,-47416.04991
1009.6,-47406.6573
1009.7,-47397.26749
1009.8,-47387.88047
1009.9,-47378.49624
1010,-47369.1148
1010.1,-47359.73614
1010.2,-47350.36026
1010.3,-47340.98717
1010.4,-47331.61687
1010.5,-47322.24934
1010.6,-47312.8846
1010.7,-47303.52263
1010.8,-47294.16345
1010.9,-47284.80704
1011,-47275.4534
1011.1,-47266.10255
1011.2,-47256.75446
1011.3,-47247.40915
1011.4,-47238.06661
1011.5,-47228.72685
1011.6,-47219.38985
1011.7,-47210.05562
1011.8,-47200.72416
1011.9,-47191.39546
1012,-47182.06953
1012.1,-47172.74636
1012.2,-47163.42596
1012.3,-47154.10832
1012.4,-47144.79344
1012.5,-47135.48132
1012.6,-47126.17196
1012.7,-47116.86535
1012.8,-47107.56151
1012.9,-47098.26041
1013,-47088.96208
1013.1,-47079.66649
1013.2,-47070.37366
1013.3,-47061.08358
1013.4,-47051.79625
1013.5,-47042.51167
1013.6,-47033.22983
1013.7,-47023.95075
1013.8,-47014.6744
1013.9,-47005.40081
1014,-46996.12995
1014.1,-46986.86184
1014.2,-46977.59647
1014.3,-46968.33385
1014.4,-46959.07396
1014.5,-46949.8168
1014.6,-46940.56239
1014.7,-46931.31071
1014.8,-46922.06177
1014.9,-46912.81556
1015,-46903.57208
1015.1,-46894.33133
1015.2,-46885.09332
1015.3,-46875.85803
1015.4,-46866.62548
1015.5,-46857.39565
1015.6,-46848.16855
1015.7,-46838.94417
1015.8,-46829.72251
1015.9,-46820.50358
1016,-46811.28737
1016.1,-46802.07389
1016.2,-46792.86312
1016.3,-46783.65507
1016.4,-46774.44974
1016.5,-46765.24712
1016.6,-46756.04722
1016.7,-46746.85004
1016.8,-46737.65557
1016.9,-46728.46381
1017,-46719.27476
1017.1,-46710.08843
1017.2,-46700.9048
1017.3,-46691.72388
1017.4,-46682.54566
1017.5,-46673.37016
1017.6,-46664.19736
1017.7,-46655.02726
1017.8,-46645.85986
1017.9,-46636.69517
1018,-46627.53318
1018.1,-46618.37388
1018.2,-46609.21729
1018.3,-46600.06339
1018.4,-46590.91219
1018.5,-46581.76369
1018.6,-46572.61788
1018.7,-46563.47476
1018.8,-46554.33433
1018.9,-46545.1966
1019,-46536.06155
1019.1,-46526.9292
1019.2,-46517.79953
1019.3,-46508.67255
1019.4,-46499.54826
1019.5,-46490.42665
1019.6,-46481.30772
1019.7,-46472.19148
1019.8,-46463.07792
1019.9,-46453.96704
1020,-46444.85883
1020.1,-46435.75331
1020.2,-46426.65047
1020.3,-46417.5503
1020.4,-46408.4528
1020.5,-46399.35798
1020.6,-46390.26584
1020.7,-46381.17636
1020.8,-46372.08956
1020.9,-46363.00543
1021,-46353.92397
1021.1,-46344.84517
1021.2,-46335.76904
1021.3,-46326.69558
1021.4,-46317.62478
1021.5,-46308.55665
1021.6,-46299.49118
1021.7,-46290.42837
1021.8,-46281.36822
1021.9,-46272.31073
1022,-46263.2559
1022.1,-46254.20373
1022.2,-46245.15421
1022.3,-46236.10735
1022.4,-46227.06315
1022.5,-46218.02159
1022.6,-46208.98269
1022.7,-46199.94644
1022.8,-46190.91285
1022.9,-46181.8819
1023,-46172.8536
1023.1,-46163.82794
1023.2,-46154.80494
1023.3,-46145.78457
1023.4,-46136.76685
1023.5,-46127.75178
1023.6,-46118.73935
1023.7,-46109.72955
1023.8,-46100.7224
1023.9,-46091.71789
1024,-46082.71601
1024.1,-46073.71678
1024.2,-46064.72017
1024.3,-46055.72621
1024.4,-46046.73487
1024.5,-46037.74617
1024.6,-46028.7601
1024.7,-46019.77666
1024.8,-46010.79586
1024.9,-46001.81768
1025,-45992.84212
1025.1,-45983.8692
1025.2,-45974.8989
1025.3,-45965.93122
1025.4,-45956.96617
1025.5,-45948.00374
1025.6,-45939.04393
1025.7,-45930.08675
1025.8,-45921.13218
1025.9,-45912.18023
1026,-45903.2309
1026.1,-45894.28418
1026.2,-45885.34008
1026.3,-45876.39859
1026.4,-45867.45972
1026.5,-45858.52346
1026.6,-45849.58981
1026.7,-45840.65877
1026.8,-45831.73034
1026.9,-45822.80452
1027,-45813.88131
1027.1,-45804.9607
1027.2,-45796.0427
1027.3,-45787.1273
1027.4,-45778.2145
1027.5,-45769.30431
1027.6,-45760.39672
1027.7,-45751.49173
1027.8,-45742.58933
1027.9,-45733.68954
1028,-45724.79234
1028.1,-45715.89774
1028.2,-45707.00573
1028.3,-45698.11632
1028.4,-45689.2295
1028.5,-45680.34528
1028.6,-45671.46364
1028.7,-45662.58459
1028.8,-45653.70814
1028.9,-45644.83427
1029,-45635.96299
1029.1,-45627.09429
1029.2,-45618.22818
1029.3,-45609.36465
1029.4,-45600.50371
1029.5,-45591.64535
1029.6,-45582.78957
1029.7,-45573.93637
1029.8,-45565.08575
1029.9,-45556.2377
1030,-45547.39223
1030.1,-45538.54934
1030.2,-45529.70903
1030.3,-45520.87129
1030.4,-45512.03612
1030.5,-45503.20352
1030.6,-45494.37349
1030.7,-45485.54604
1030.8,-45476.72115
1030.9,-45467.89883
1031,-45459.07908
1031.1,-45450.2619
1031.2,-45441.44727
1031.3,-45432.63522
1031.4,-45423.82572
1031.5,-45415.01879
1031.6,-45406.21442
1031.7,-45397.41261
1031.8,-45388.61336
1031.9,-45379.81667
1032,-45371.02253
1032.1,-45362.23095
1032.2,-45353.44192
1032.3,-45344.65545
1032.4,-45335.87153
1032.5,-45327.09017
1032.6,-45318.31135
1032.7,-45309.53509
1032.8,-45300.76137
1032.9,-45291.99021
1033,-45283.22159
1033.1,-45274.45551
1033.2,-45265.69198
1033.3,-45256.931
1033.4,-45248.17256
1033.5,-45239.41666
1033.6,-45230.6633
1033.7,-45221.91248
1033.8,-45213.16421
1033.9,-45204.41847
1034,-45195.67526
1034.1,-45186.9346
1034.2,-45178.19647
1034.3,-45169.46087
1034.4,-45160.72781
1034.5,-45151.99728
1034.6,-45143.26928
1034.7,-45134.54381
1034.8,-45125.82087
1034.9,-45117.10046
1035,-45108.38258
1035.1,-45099.66722
1035.2,-45090.95439
1035.3,-45082.24408
1035.4,-45073.5363
1035.5,-45064.83104
1035.6,-45056.1283
1035.7,-45047.42808
1035.8,-45038.73039
1035.9,-45030.03521
1036,-45021.34255
1036.1,-45012.6524
1036.2,-45003.96477
1036.3,-44995.27966
1036.4,-44986.59706
1036.5,-44977.91697
1036.6,-44969.2394
1036.7,-44960.56434
1036.8,-44951.89178
1036.9,-44943.22174
1037,-44934.5542
1037.1,-44925.88917
1037.2,-44917.22665
1037.3,-44908.56663
1037.4,-44899.90912
1037.5,-44891.25411
1037.6,-44882.6016
1037.7,-44873.95159
1037.8,-44865.30409
1037.9,-44856.65908
1038,-44848.01657
1038.1,-44839.37656
1038.2,-44830.73904
1038.3,-44822.10403
1038.4,-44813.4715
1038.5,-44804.84147
1038.6,-44796.21393
1038.7,-44787.58889
1038.8,-44778.96633
1038.9,-44770.34626
1039,-44761.72869
1039.1,-44753.1136
1039.2,-44744.501
1039.3,-44735.89088
1039.4,-44727.28325
1039.5,-44718.6781
1039.6,-44710.07544
1039.7,-44701.47526
1039.8,-44692.87756
1039.9,-44684.28234
1040,-44675.68959
1040.1,-44667.09933
1040.2,-44658.51155
1040.3,-44649.92624
1040.4,-44641.3434
1040.5,-44632.76305
1040.6,-44624.18516
1040.7,-44615.60975
1040.8,-44607.03681
1040.9,-44598.46634
1041,-44589.89834
1041.1,-44581.3328
1041.2,-44572.76974
1041.3,-44564.20914
1041.4,-44555.65101
1041.5,-44547.09535
1041.6,-44538.54214
1041.7,-44529.99141
1041.8,-44521.44313
1041.9,-44512.89731
1042,-44504.35396
1042.1,-44495.81306
1042.2,-44487.27463
1042.3,-44478.73865
1042.4,-44470.20512
1042.5,-44461.67406
1042.6,-44453.14544
1042.7,-44444.61928
1042.8,-44436.09558
1042.9,-44427.57432
1043,-44419.05552
1043.1,-44410.53917
1043.2,-44402.02526
1043.3,-44393.5138
1043.4,-44385.00479
1043.5,-44376.49823
1043.6,-44367.99411
1043.7,-44359.49244
1043.8,-44350.99321
1043.9,-44342.49642
1044,-44334.00207
1044.1,-44325.51017
1044.2,-44317.0207
1044.3,-44308.53367
1044.4,-44300.04908
1044.5,-44291.56693
1044.6,-44283.08721
1044.7,-44274.60993
1044.8,-44266.13508
1044.9,-44257.66267
1045,-44249.19269
1045.1,-44240.72513
1045.2,-44232.26001
1045.3,-44223.79732
1045.4,-44215.33706
1045.5,-44206.87922
1045.6,-44198.42381
1045.7,-44189.97083
1045.8,-44181.52027
1045.9,-44173.07213
1046,-44164.62642
1046.1,-44156.18313
1046.2,-44147.74226
1046.3,-44139.30381
1046.4,-44130.86778
1046.5,-44122.43417
1046.6,-44114.00298
1046.7,-44105.5742
1046.8,-44097.14784
1046.9,-44088.72389
1047,-44080.30235
1047.1,-44071.88323
1047.2,-44063.46652
1047.3,-44055.05222
1047.4,-44046.64033
1047.5,-44038.23085
1047.6,-44029.82378
1047.7,-44021.41912
1047.8,-44013.01686
1047.9,-44004.61701
1048,-43996.21956
1048.1,-43987.82451
1048.2,-43979.43187
1048.3,-43971.04163
1048.4,-43962.65379
1048.5,-43954.26835
1048.6,-43945.88531
1048.7,-43937.50466
1048.8,-43929.12642
1048.9,-43920.75057
1049,-43912.37711
1049.1,-43904.00605
1049.2,-43895.63739
1049.3,-43887.27111
1049.4,-43878.90723
1049.5,-43870.54574
1049.6,-43862.18664
1049.7,-43853.82992
1049.8,-43845.4756
1049.9,-43837.12366
1050,-43828.77411
1050.1,-43820.42694
1050.2,-43812.08216
1050.3,-43803.73976
1050.4,-43795.39974
1050.5,-43787.06211
1050.6,-43778.72685
1050.7,-43770.39398
1050.8,-43762.06348
1050.9,-43753.73537
1051,-43745.40963
1051.1,-43737.08626
1051.2,-43728.76527
1051.3,-43720.44666
1051.4,-43712.13042
1051.5,-43703.81655
1051.6,-43695.50505
1051.7,-43687.19593
1051.8,-43678.88917
1051.9,-43670.58479
1052,-43662.28277
1052.1,-43653.98311
1052.2,-43645.68583
1052.3,-43637.39091
1052.4,-43629.09835
1052.5,-43620.80816
1052.6,-43612.52033
1052.7,-43604.23486
1052.8,-43595.95176
1052.9,-43587.67101
1053,-43579.39262
1053.1,-43571.11659
1053.2,-43562.84292
1053.3,-43554.57161
1053.4,-43546.30265
1053.5,-43538.03604
1053.6,-43529.77179
1053.7,-43521.50989
1053.8,-43513.25034
1053.9,-43504.99315
1054,-43496.7383
1054.1,-43488.4858
1054.2,-43480.23566
1054.3,-43471.98785
1054.4,-43463.7424
1054.5,-43455.49929
1054.6,-43447.25853
1054.7,-43439.02011
1054.8,-43430.78403
1054.9,-43422.5503
1055,-43414.3189
1055.1,-43406.08985
1055.2,-43397.86314
1055.3,-43389.63876
1055.4,-43381.41672
1055.5,-43373.19702
1055.6,-43364.97966
1055.7,-43356.76463
1055.8,-43348.55193
1055.9,-43340.34157
1056,-43332.13354
1056.1,-43323.92784
1056.2,-43315.72448
1056.3,-43307.52344
1056.4,-43299.32473
1056.5,-43291.12835
1056.6,-43282.9343
1056.7,-43274.74257
1056.8,-43266.55317
1056.9,-43258.36609
1057,-43250.18133
1057.1,-43241.9989
1057.2,-43233.81879
1057.3,-43225.641
1057.4,-43217.46553
1057.5,-43209.29238
1057.6,-43201.12155
1057.7,-43192.95304
1057.8,-43184.78684
1057.9,-43176.62296
1058,-43168.46139
1058.1,-43160.30214
1058.2,-43152.1452
1058.3,-43143.99057
1058.4,-43135.83826
1058.5,-43127.68825
1058.6,-43119.54055
1058.7,-43111.39517
1058.8,-43103.25209
1058.9,-43095.11131
1059,-43086.97285
1059.1,-43078.83669
1059.2,-43070.70283
1059.3,-43062.57128
1059.4,-43054.44202
1059.5,-43046.31507
1059.6,-43038.19043
1059.7,-43030.06808
1059.8,-43021.94803
1059.9,-43013.83028
1060,-43005.71482
1060.1,-42997.60166
1060.2,-42989.4908
1060.3,-42981.38224
1060.4,-42973.27596
1060.5,-42965.17198
1060.6,-42957.0703
1060.7,-42948.9709
1060.8,-42940.87379
1060.9,-42932.77898
1061,-42924.68645
1061.1,-42916.59621
1061.2,-42908.50826
1061.3,-42900.42259
1061.4,-42892.33921
1061.5,-42884.25811
1061.6,-42876.1793
1061.7,-42868.10277
1061.8,-42860.02852
1061.9,-42851.95655
1062,-42843.88686
1062.1,-42835.81945
1062.2,-42827.75432
1062.3,-42819.69147
1062.4,-42811.63089
1062.5,-42803.57259
1062.6,-42795.51657
1062.7,-42787.46282
1062.8,-42779.41134
1062.9,-42771.36214
1063,-42763.3152
1063.1,-42755.27054
1063.2,-42747.22815
1063.3,-42739.18802
1063.4,-42731.15017
1063.5,-42723.11458
1063.6,-42715.08125
1063.7,-42707.0502
1063.8,-42699.02141
1063.9,-42690.99488
1064,-42682.97061
1064.1,-42674.94861
1064.2,-42666.92887
1064.3,-42658.91139
1064.4,-42650.89617
1064.5,-42642.8832
1064.6,-42634.8725
1064.7,-42626.86405
1064.8,-42618.85786
1064.9,-42610.85392
1065,-42602.85224
1065.1,-42594.85281
1065.2,-42586.85564
1065.3,-42578.86071
1065.4,-42570.86804
1065.5,-42562.87762
1065.6,-42554.88945
1065.7,-42546.90353
1065.8,-42538.91985
1065.9,-42530.93842
1066,-42522.95924
1066.1,-42514.9823
1066.2,-42507.00761
1066.3,-42499.03516
1066.4,-42491.06495
1066.5,-42483.09699
1066.6,-42475.13126
1066.7,-42467.16778
1066.8,-42459.20653
1066.9,-42451.24753
1067,-42443.29076
1067.1,-42435.33623
1067.2,-42427.38393
1067.3,-42419.43387
1067.4,-42411.48605
1067.5,-42403.54046
1067.6,-42395.5971
1067.7,-42387.65597
1067.8,-42379.71707
1067.9,-42371.7804
1068,-42363.84597
1068.1,-42355.91376
1068.2,-42347.98378
1068.3,-42340.05602
1068.4,-42332.13049
1068.5,-42324.20719
1068.6,-42316.28611
1068.7,-42308.36726
1068.8,-42300.45062
1068.9,-42292.53621
1069,-42284.62402
1069.1,-42276.71405
1069.2,-42268.8063
1069.3,-42260.90077
1069.4,-42252.99745
1069.5,-42245.09636
1069.6,-42237.19747
1069.7,-42229.30081
1069.8,-42221.40636
1069.9,-42213.51412
1070,-42205.62409
1070.1,-42197.73628
1070.2,-42189.85067
1070.3,-42181.96728
1070.4,-42174.0861
